patient_id,mrn,first_name,last_name,date_of_birth,gender,ssn,phone,email,address,city,state,zip_code,emergency_contact_name,emergency_contact_phone,primary_insurance_id,secondary_insurance_id,blood_type,is_active,registration_date
PAT000769,MRN1000769,Joseph,Taylor,1988-02-12,Female,745-81-2978,555-325-1335,patient769@outlook.com,3151 Main St,Austin,AZ,53148,Sarah Wilson,555-268-8876,INS000626,,O-,True,2019-07-26 23:53:57.966615
PAT000770,MRN1000770,James,Jones,1977-02-26,Female,835-80-7378,555-624-5593,patient770@yahoo.com,5526 Hill Rd,Dallas,TX,95968,John Garcia,555-668-5285,INS000726,,O+,True,2025-05-05 23:53:57.966615
PAT000771,MRN1000771,Elizabeth,Taylor,1967-04-16,Male,456-90-6740,555-299-8846,patient771@gmail.com,477 Pine Rd,San Diego,PA,22449,Jessica Davis,555-880-8214,INS000195,,O-,True,2024-08-24 23:53:57.966615
PAT000772,MRN1000772,Thomas,Harris,2006-06-30,Male,642-37-5643,555-840-7528,patient772@gmail.com,8554 Park Ave,Chicago,CA,74199,Elizabeth Jones,555-236-7990,INS000703,,O-,True,2024-12-03 23:53:57.966615
PAT000773,MRN1000773,Thomas,Brown,2007-04-21,Female,959-46-6409,555-730-3633,patient773@outlook.com,361 Park Ave,Dallas,IL,63374,Patricia Brown,555-367-4530,INS000695,INS000925,O+,True,2022-12-19 23:53:57.966615
PAT000774,MRN1000774,Jessica,Jackson,1981-08-15,Male,507-61-3570,555-755-7517,patient774@yahoo.com,819 Cedar Ln,San Diego,NY,49232,Robert Smith,555-713-4374,INS000752,,AB-,True,2022-04-13 23:53:57.966615
PAT000775,MRN1000775,Thomas,Johnson,2000-03-26,Female,987-31-7078,555-402-5413,patient775@gmail.com,9150 Main St,Houston,AZ,28704,Jennifer Martin,555-302-1181,INS000244,,O-,True,2021-06-24 23:53:57.966615
PAT000776,MRN1000776,Karen,Garcia,1993-10-01,Male,252-25-9082,555-408-8533,patient776@yahoo.com,2942 Pine Rd,Los Angeles,AZ,86035,John White,555-406-6900,INS000725,,O+,True,2020-06-08 23:53:57.966615
PAT000777,MRN1000777,Charles,Jones,1952-06-15,Male,731-73-1857,555-892-9173,patient777@hotmail.com,4395 Main St,Phoenix,FL,64116,Daniel Miller,555-759-8059,INS000223,,O+,True,2021-07-13 23:53:57.966615
PAT000778,MRN1000778,David,Williams,1999-07-24,Male,422-99-7674,555-980-3954,patient778@yahoo.com,6956 Elm St,Chicago,TX,32276,Thomas Williams,555-683-3721,INS000964,INS000203,O+,True,2020-10-30 23:53:57.966615
PAT000779,MRN1000779,James,Anderson,1938-11-01,Male,489-11-4845,555-430-1149,patient779@outlook.com,5022 Lake Dr,Phoenix,CA,77597,Linda Johnson,555-778-1601,INS000585,INS000468,AB+,True,2021-02-12 23:53:57.966615
PAT000780,MRN1000780,William,Harris,1957-10-25,Male,931-62-2680,555-644-5620,patient780@outlook.com,4417 Lake Dr,Austin,CA,10470,John Martinez,555-511-7568,INS000444,,O-,True,2021-05-17 23:53:57.966615
PAT000781,MRN1000781,Joseph,Jackson,1995-07-18,Male,930-63-3286,555-791-4017,patient781@yahoo.com,6639 Valley Blvd,Philadelphia,IL,86853,Charles Martinez,555-775-7505,INS000249,,O+,True,2025-03-30 23:53:57.966615
PAT000782,MRN1000782,James,Anderson,1958-07-26,Female,417-79-7931,555-346-3307,patient782@hotmail.com,5688 Main St,San Antonio,CA,26986,Sarah Johnson,555-133-5475,INS000512,INS000129,A+,True,2019-06-28 23:53:57.966615
PAT000783,MRN1000783,Jennifer,Harris,1945-02-23,Other,131-67-1171,555-356-3852,patient783@email.com,9595 Main St,Chicago,TX,48760,Jennifer Martin,555-656-6772,INS000602,INS000244,AB-,True,2022-04-01 23:53:57.966615
PAT000784,MRN1000784,James,Moore,1978-04-09,Female,403-67-3527,555-317-5939,patient784@outlook.com,4313 Oak Ave,Austin,FL,22568,Thomas Martin,555-337-2548,INS000044,,B+,True,2024-08-04 23:53:57.966615
PAT000785,MRN1000785,Barbara,Martin,1998-06-10,Female,875-63-7653,555-624-1078,patient785@hotmail.com,8335 Valley Blvd,Los Angeles,IL,25599,Mary Moore,555-286-4315,INS000190,,A+,True,2023-01-14 23:53:57.966615
PAT000786,MRN1000786,Karen,Thompson,1958-10-22,Male,116-26-4223,555-885-1522,patient786@yahoo.com,8374 Elm St,San Diego,PA,57010,Sarah Lee,555-358-5335,INS000932,,AB-,True,2019-09-17 23:53:57.966615
PAT000787,MRN1000787,Nancy,Thompson,1997-08-19,Other,461-18-6996,555-380-2310,patient787@outlook.com,7237 Park Ave,Austin,TX,10795,Thomas White,555-310-6571,INS000003,,B+,True,2021-07-26 23:53:57.966615
PAT000788,MRN1000788,Richard,Lee,1946-06-16,Male,616-56-1445,555-565-3064,patient788@hotmail.com,4353 Maple Dr,San Antonio,NY,51661,John Jackson,555-633-5540,INS000682,,O+,True,2025-09-19 23:53:57.966615
PAT000789,MRN1000789,Thomas,Williams,1970-06-30,Female,172-57-4261,555-415-2812,patient789@gmail.com,677 Oak Ave,Phoenix,NY,12380,Richard Thompson,555-692-2500,INS000686,INS000264,AB+,True,2024-12-17 23:53:57.966615
PAT000790,MRN1000790,Nancy,Jones,2001-10-29,Other,797-10-2111,555-837-6423,patient790@hotmail.com,6472 Elm St,Phoenix,CA,95746,Susan Martinez,555-215-9533,INS000911,,AB-,False,2020-08-12 23:53:57.966615
PAT000791,MRN1000791,Barbara,Martinez,1951-09-08,Female,551-39-2477,555-450-5040,patient791@outlook.com,5906 Park Ave,Los Angeles,CA,89932,Barbara Garcia,555-773-6067,INS000242,INS000285,AB-,True,2025-08-09 23:53:57.966615
PAT000792,MRN1000792,John,Taylor,1992-03-16,Other,533-73-2538,555-994-7526,patient792@gmail.com,2304 Maple Dr,San Antonio,CA,63470,Michael Brown,555-980-8094,INS000557,INS000167,B+,True,2019-09-02 23:53:57.966615
PAT000793,MRN1000793,Karen,Moore,1937-07-07,Female,423-64-1884,555-714-2769,patient793@hotmail.com,8534 Hill Rd,New York,NY,90645,Charles Brown,555-459-2606,INS000574,INS000597,A-,True,2024-04-28 23:53:57.966615
PAT000794,MRN1000794,David,Miller,1951-05-26,Male,455-77-8209,555-435-9758,patient794@hotmail.com,8163 Hill Rd,Houston,CA,85123,Nancy Jackson,555-257-5282,INS000652,,O-,True,2024-12-24 23:53:57.966615
PAT000795,MRN1000795,Michael,Lee,1978-09-08,Male,685-17-7118,555-446-6166,patient795@outlook.com,8433 Hill Rd,Houston,CA,64486,Charles Johnson,555-285-2939,INS000459,,AB-,True,2020-12-30 23:53:57.966615
PAT000796,MRN1000796,Nancy,Martin,1977-01-07,Female,232-32-5188,555-569-5616,patient796@email.com,7354 Park Ave,Chicago,IL,22938,Thomas Jones,555-129-7370,INS000532,INS000845,A+,True,2021-04-22 23:53:57.966615
PAT000797,MRN1000797,Joseph,Anderson,1957-06-01,Male,409-19-4427,555-966-1471,patient797@hotmail.com,5794 Park Ave,Dallas,NY,35577,John Thompson,555-867-4850,INS000174,,AB+,True,2022-08-09 23:53:57.966615
PAT000798,MRN1000798,Jessica,Williams,2006-06-14,Female,351-85-6347,555-493-3852,patient798@outlook.com,3993 Oak Ave,Dallas,IL,26012,Michael Miller,555-578-2447,INS000967,,O-,True,2022-04-30 23:53:57.966615
PAT000799,MRN1000799,William,Anderson,1982-04-28,Other,414-66-5347,555-954-9175,patient799@outlook.com,3475 Park Ave,Dallas,TX,53240,David Gonzalez,555-585-1310,INS000671,,B+,True,2025-03-14 23:53:57.966615
PAT000800,MRN1000800,Karen,Smith,1948-05-06,Male,157-58-5328,555-676-7206,patient800@hotmail.com,959 Park Ave,New York,PA,31289,Sarah Harris,555-414-4694,INS000975,,O-,True,2020-08-15 23:53:57.966615
PAT000801,MRN1000801,Daniel,Hernandez,1972-05-22,Female,849-56-4502,555-115-3656,patient801@gmail.com,2196 Pine Rd,San Diego,TX,53439,Daniel Miller,555-908-7164,INS000065,,B+,True,2020-10-22 23:53:57.966615
PAT000802,MRN1000802,Jennifer,Jackson,1997-10-16,Female,199-97-6240,555-384-3695,patient802@outlook.com,9792 Main St,New York,TX,58821,Patricia Anderson,555-358-9667,INS000574,,O-,True,2025-08-04 23:53:57.966615
PAT000803,MRN1000803,Richard,Taylor,2005-03-19,Female,811-69-1891,555-477-8408,patient803@email.com,1544 Oak Ave,New York,FL,30944,Robert Davis,555-197-2362,INS000546,,AB-,True,2024-08-05 23:53:57.966615
PAT000804,MRN1000804,Susan,Martinez,2002-08-07,Other,426-68-3017,555-162-4918,patient804@outlook.com,3270 Hill Rd,Philadelphia,FL,42052,Susan Lee,555-805-7730,INS000630,,AB+,False,2024-05-01 23:53:57.966615
PAT000805,MRN1000805,Christopher,Rodriguez,1966-05-16,Female,686-20-9596,555-881-4488,patient805@yahoo.com,6361 Main St,Los Angeles,NY,31318,Richard Thomas,555-844-6538,INS000217,,AB+,True,2023-09-26 23:53:57.966615
PAT000806,MRN1000806,Nancy,Hernandez,1954-01-31,Other,752-83-9708,555-326-3365,patient806@hotmail.com,4678 Lake Dr,New York,CA,27453,Mary Martinez,555-693-6728,INS000541,INS000947,B+,False,2019-10-26 23:53:57.966615
PAT000807,MRN1000807,Michael,Brown,1992-07-18,Female,507-65-5920,555-735-6536,patient807@hotmail.com,9752 Cedar Ln,Chicago,IL,96593,Daniel White,555-470-7099,INS000305,INS000027,B+,True,2025-12-29 23:53:57.966615
PAT000808,MRN1000808,Jennifer,Rodriguez,1988-05-27,Male,967-61-4519,555-791-5769,patient808@hotmail.com,7427 Oak Ave,Dallas,NY,82440,John Thomas,555-686-5227,INS000291,,A+,True,2023-03-22 23:53:57.966615
PAT000809,MRN1000809,Karen,Miller,2003-02-02,Male,539-52-7362,555-467-3970,patient809@hotmail.com,9560 Valley Blvd,San Diego,PA,16290,John Smith,555-270-2200,INS000976,,O+,True,2022-02-12 23:53:57.966615
PAT000810,MRN1000810,Lisa,Wilson,1984-04-29,Female,226-80-4851,555-327-2352,patient810@yahoo.com,352 Maple Dr,Phoenix,IL,52516,Christopher Miller,555-737-5042,INS000962,,A-,True,2023-06-18 23:53:57.966615
PAT000811,MRN1000811,David,Thomas,1969-10-18,Male,299-51-9108,555-429-9811,patient811@hotmail.com,8438 Main St,Philadelphia,AZ,75957,Daniel Moore,555-611-4233,INS000461,,AB-,True,2022-08-14 23:53:57.966615
PAT000812,MRN1000812,Susan,Garcia,1971-06-02,Female,370-90-8536,555-929-3282,patient812@hotmail.com,3496 Elm St,Los Angeles,AZ,81859,Charles Williams,555-206-4417,INS000533,INS000827,A+,True,2020-12-21 23:53:57.966615
PAT000813,MRN1000813,Linda,Taylor,2005-12-11,Female,505-80-1113,555-637-7338,patient813@gmail.com,2086 Cedar Ln,Chicago,PA,35310,Karen Brown,555-881-7719,INS000102,INS000235,O+,True,2020-05-19 23:53:57.966615
PAT000814,MRN1000814,William,Gonzalez,2003-03-26,Male,483-97-8679,555-331-1755,patient814@hotmail.com,8636 Valley Blvd,New York,NY,69772,Thomas Thomas,555-298-7453,INS000771,,B+,True,2024-03-22 23:53:57.966615
PAT000815,MRN1000815,Jennifer,Taylor,2000-05-29,Female,150-33-4979,555-386-1331,patient815@outlook.com,5386 Maple Dr,Chicago,FL,94924,Elizabeth Johnson,555-444-9135,INS000775,,O-,True,2021-02-07 23:53:57.966615
PAT000816,MRN1000816,Joseph,Brown,1996-08-04,Female,863-98-8835,555-948-3290,patient816@outlook.com,9276 Pine Rd,Chicago,IL,68334,David Smith,555-281-9009,INS000423,,B-,True,2020-11-17 23:53:57.966615
PAT000817,MRN1000817,Jessica,Williams,1957-09-04,Female,967-70-2453,555-719-8128,patient817@email.com,9431 Cedar Ln,New York,NY,93356,Patricia Davis,555-509-8556,INS000792,INS000344,O+,True,2024-07-08 23:53:57.966615
PAT000818,MRN1000818,Jessica,Garcia,1986-04-27,Male,655-43-5003,555-501-4011,patient818@email.com,5146 Oak Ave,Los Angeles,AZ,49866,Lisa Miller,555-537-9514,INS000464,INS000258,AB+,True,2022-06-04 23:53:57.966615
PAT000819,MRN1000819,David,Harris,1961-03-11,Male,976-10-2642,555-806-2485,patient819@outlook.com,9752 Oak Ave,San Diego,FL,40803,Jennifer Smith,555-604-8802,INS000443,,A+,True,2023-12-01 23:53:57.966615
PAT000820,MRN1000820,Jennifer,Miller,1995-03-14,Male,677-33-3686,555-553-3587,patient820@hotmail.com,4353 Lake Dr,Philadelphia,PA,55854,Linda Rodriguez,555-599-6998,INS000414,,A+,True,2024-05-16 23:53:57.966615
PAT000821,MRN1000821,Jennifer,Lee,1966-12-11,Female,126-87-6896,555-201-8952,patient821@email.com,9330 Main St,Phoenix,CA,45522,William Jackson,555-681-4434,INS000255,INS000928,O+,True,2025-05-18 23:53:57.966615
PAT000822,MRN1000822,Barbara,Smith,2000-04-13,Male,542-72-4963,555-402-3571,patient822@yahoo.com,6025 Maple Dr,Philadelphia,FL,17505,Barbara Wilson,555-469-7965,INS000766,,O-,True,2019-02-13 23:53:57.966615
PAT000823,MRN1000823,Charles,Miller,2005-05-26,Female,322-34-3353,555-714-3274,patient823@hotmail.com,5140 Lake Dr,Phoenix,FL,50116,James Thomas,555-173-4418,INS000904,,B+,True,2022-01-29 23:53:57.966615
PAT000824,MRN1000824,Robert,Taylor,2000-01-03,Male,806-87-8848,555-949-3146,patient824@email.com,2199 Hill Rd,Los Angeles,AZ,75135,John Rodriguez,555-953-6056,INS000280,,AB+,True,2019-06-13 23:53:57.966615
PAT000825,MRN1000825,James,Taylor,1943-02-27,Male,317-97-3183,555-127-5948,patient825@yahoo.com,4021 Valley Blvd,San Antonio,NY,63030,Thomas Thomas,555-191-8954,INS000902,INS000499,O+,True,2023-12-30 23:53:57.966615
PAT000826,MRN1000826,Susan,Hernandez,1941-02-28,Female,315-82-7633,555-189-7672,patient826@hotmail.com,5972 Oak Ave,Phoenix,IL,32853,Richard Lopez,555-363-2195,INS000864,INS000806,O+,True,2020-01-28 23:53:57.966615
PAT000827,MRN1000827,John,Wilson,1992-04-15,Female,396-43-1654,555-575-9873,patient827@email.com,6798 Lake Dr,Dallas,NY,54546,Mary White,555-698-6669,INS000824,INS000890,B-,True,2023-01-15 23:53:57.966615
PAT000828,MRN1000828,Richard,Moore,1990-01-25,Male,290-81-3185,555-887-3897,patient828@yahoo.com,3623 Main St,San Diego,TX,98652,Jessica Anderson,555-325-1384,INS000139,INS000041,A+,True,2020-03-01 23:53:57.966615
PAT000829,MRN1000829,Barbara,Brown,1996-08-25,Male,429-40-3684,555-222-6884,patient829@hotmail.com,9347 Elm St,Austin,TX,36014,Barbara White,555-660-9919,INS000757,INS000204,B-,True,2019-09-19 23:53:57.966615
PAT000830,MRN1000830,Sarah,Williams,1957-02-12,Male,935-60-8539,555-800-4944,patient830@email.com,3721 Pine Rd,Chicago,TX,88094,Robert Lopez,555-918-5878,INS000009,INS000846,B+,True,2019-10-24 23:53:57.966615
PAT000831,MRN1000831,John,Jackson,1942-02-12,Female,485-89-4061,555-704-3885,patient831@outlook.com,6552 Lake Dr,Los Angeles,NY,57727,Daniel Lee,555-283-8083,INS000557,,A-,True,2020-09-21 23:53:57.966615
PAT000832,MRN1000832,Robert,Davis,1951-10-17,Female,364-31-8197,555-515-7266,patient832@yahoo.com,228 Hill Rd,New York,PA,16124,Joseph Jones,555-905-9050,INS000239,,AB+,True,2023-05-26 23:53:57.966615
PAT000833,MRN1000833,Karen,Martin,1969-09-23,Male,584-40-3612,555-718-4439,patient833@outlook.com,4291 Hill Rd,Phoenix,AZ,23960,Linda Williams,555-975-3134,INS000307,INS000115,B-,True,2021-12-30 23:53:57.966615
PAT000834,MRN1000834,Robert,Thomas,2001-11-24,Male,329-78-6540,555-586-1081,patient834@outlook.com,8571 Park Ave,San Antonio,FL,21395,Richard Harris,555-296-4284,INS000525,,A+,True,2020-05-30 23:53:57.966615
PAT000835,MRN1000835,James,Moore,1976-07-31,Male,767-28-1765,555-505-4625,patient835@yahoo.com,8762 Park Ave,San Antonio,NY,25179,Michael Brown,555-722-1212,INS000717,,B-,True,2020-06-12 23:53:57.966615
PAT000836,MRN1000836,Christopher,Williams,2000-01-08,Female,239-40-3987,555-229-6815,patient836@outlook.com,5535 Park Ave,Chicago,FL,53202,Richard Smith,555-795-9028,INS000095,,A-,True,2024-01-31 23:53:57.966615
PAT000837,MRN1000837,Barbara,Rodriguez,1996-10-31,Other,122-83-2538,555-869-1540,patient837@outlook.com,2545 Valley Blvd,San Diego,CA,30861,Michael Thompson,555-969-7652,INS000191,INS000539,B-,True,2020-11-24 23:53:57.966615
PAT000838,MRN1000838,Charles,Hernandez,2005-06-03,Male,357-98-1002,555-320-2984,patient838@hotmail.com,2832 Elm St,Philadelphia,CA,52549,Jessica Lee,555-217-6952,INS000302,INS000670,B-,True,2024-02-13 23:53:57.966615
PAT000839,MRN1000839,Lisa,Jackson,1949-04-22,Female,166-64-4094,555-959-4778,patient839@email.com,8862 Pine Rd,New York,AZ,51856,Thomas Harris,555-986-1451,INS000191,INS000769,B-,True,2019-02-04 23:53:57.966615
PAT000840,MRN1000840,Jennifer,Smith,1984-04-30,Male,333-32-9458,555-700-3570,patient840@hotmail.com,2702 Hill Rd,Los Angeles,CA,76393,John Williams,555-133-2539,INS000761,,A+,True,2019-03-24 23:53:57.966615
PAT000841,MRN1000841,Robert,Smith,1960-04-18,Male,385-47-3265,555-612-1739,patient841@yahoo.com,2799 Hill Rd,Philadelphia,TX,99892,Christopher Thompson,555-176-2343,INS000785,INS000315,A-,True,2023-11-29 23:53:57.966615
PAT000842,MRN1000842,Charles,Harris,1943-11-19,Female,317-48-9104,555-409-9710,patient842@yahoo.com,126 Oak Ave,Chicago,AZ,67069,Lisa Johnson,555-329-2741,INS000415,,A-,True,2023-08-19 23:53:57.966615
PAT000843,MRN1000843,Elizabeth,Martin,1974-06-25,Female,775-19-9606,555-898-6870,patient843@gmail.com,8733 Maple Dr,San Antonio,AZ,33799,David White,555-442-6045,INS000446,INS000873,A-,True,2022-03-27 23:53:57.966615
PAT000844,MRN1000844,Patricia,Thompson,2007-01-09,Female,252-87-1148,555-107-4030,patient844@outlook.com,2627 Maple Dr,Austin,IL,70687,Joseph Smith,555-638-1003,INS000300,INS000899,AB+,True,2020-09-28 23:53:57.966615
PAT000845,MRN1000845,John,Harris,1963-05-27,Female,918-96-8917,555-254-1738,patient845@outlook.com,6219 Maple Dr,San Diego,FL,68369,Michael Jackson,555-415-5637,INS000493,,A+,True,2025-11-11 23:53:57.966615
PAT000846,MRN1000846,David,Jackson,1942-01-29,Male,439-51-2377,555-528-2560,patient846@hotmail.com,783 Park Ave,Phoenix,IL,81211,Karen Gonzalez,555-287-4257,INS000285,INS000073,O+,True,2024-03-17 23:53:57.966615
PAT000847,MRN1000847,Susan,Lee,1969-07-14,Female,436-44-6604,555-787-1798,patient847@email.com,8455 Hill Rd,Phoenix,TX,82373,Michael Johnson,555-522-5114,INS000153,INS000452,AB-,False,2023-03-08 23:53:57.966615
PAT000848,MRN1000848,Michael,Garcia,1969-01-04,Male,229-59-1943,555-208-4921,patient848@outlook.com,5717 Park Ave,Chicago,PA,80556,Susan Gonzalez,555-611-3560,INS000746,INS000971,AB+,True,2025-09-15 23:53:57.966615
PAT000849,MRN1000849,Mary,Brown,1940-08-23,Female,553-51-8150,555-758-4989,patient849@gmail.com,8868 Cedar Ln,New York,AZ,33221,Joseph Smith,555-876-2222,INS000836,,AB-,True,2019-03-05 23:53:57.966615
PAT000850,MRN1000850,Robert,Anderson,1978-11-22,Male,682-98-2137,555-316-7122,patient850@email.com,7020 Lake Dr,Houston,NY,62673,James Lopez,555-367-1209,INS000423,,AB-,True,2023-04-27 23:53:57.966615
PAT000851,MRN1000851,Charles,Anderson,1987-12-05,Female,306-80-4623,555-733-4697,patient851@email.com,6809 Lake Dr,San Antonio,AZ,15292,Karen Martin,555-189-1041,INS000315,INS000913,O-,True,2019-08-04 23:53:57.966615
PAT000852,MRN1000852,David,Jackson,1938-10-22,Male,227-13-1061,555-601-8982,patient852@hotmail.com,8331 Main St,New York,AZ,38973,William Gonzalez,555-984-9594,INS000282,INS000073,AB-,True,2020-05-26 23:53:57.966615
PAT000853,MRN1000853,David,Johnson,1942-07-09,Male,833-60-5658,555-186-2012,patient853@yahoo.com,6640 Cedar Ln,San Diego,TX,20807,Karen Gonzalez,555-503-2593,INS000869,,AB-,True,2021-07-18 23:53:57.966615
PAT000854,MRN1000854,Nancy,Lopez,1940-06-02,Female,351-37-3535,555-102-1952,patient854@yahoo.com,5407 Hill Rd,Dallas,FL,68345,Richard Thompson,555-919-7299,INS000031,,B+,True,2021-04-16 23:53:57.966615
PAT000855,MRN1000855,Daniel,Hernandez,1984-11-10,Male,288-65-3466,555-761-1355,patient855@outlook.com,3684 Lake Dr,Philadelphia,CA,46223,Karen Davis,555-895-5097,INS000264,INS000245,AB+,True,2023-11-07 23:53:57.966615
PAT000856,MRN1000856,Charles,Jones,1980-01-23,Female,231-73-8362,555-288-6596,patient856@email.com,4504 Cedar Ln,Phoenix,TX,79667,Daniel Jones,555-945-8541,INS000475,INS000108,AB-,True,2019-03-30 23:53:57.966615
PAT000857,MRN1000857,Richard,Moore,1973-10-20,Male,578-69-4577,555-540-2629,patient857@email.com,9513 Elm St,Dallas,NY,87012,Linda Miller,555-820-1303,INS000664,INS000548,B+,True,2020-02-12 23:53:57.966615
PAT000858,MRN1000858,Linda,Wilson,1942-12-23,Male,308-19-7785,555-485-3395,patient858@yahoo.com,9518 Lake Dr,Houston,IL,12448,Daniel Anderson,555-419-2467,INS000573,,O+,True,2022-08-02 23:53:57.966615
PAT000859,MRN1000859,Susan,Wilson,2003-12-06,Male,843-74-1553,555-288-6578,patient859@hotmail.com,5584 Pine Rd,Houston,CA,41189,Mary Smith,555-450-8884,INS000199,,A-,True,2021-09-25 23:53:57.966615
PAT000860,MRN1000860,Linda,Jackson,1980-08-26,Male,507-61-5894,555-485-5600,patient860@hotmail.com,1400 Maple Dr,New York,TX,12604,Jessica Brown,555-329-9688,INS000785,,AB-,True,2022-10-31 23:53:57.966615
PAT000861,MRN1000861,Joseph,Miller,1949-04-14,Female,847-71-1463,555-816-9064,patient861@yahoo.com,5955 Maple Dr,Austin,TX,43387,Lisa Thompson,555-777-1438,INS000701,INS000750,A-,True,2020-01-21 23:53:57.966615
PAT000862,MRN1000862,Nancy,Davis,1992-02-11,Male,921-66-1056,555-165-9423,patient862@outlook.com,1429 Lake Dr,Philadelphia,AZ,57021,David Taylor,555-490-8441,INS000784,INS000801,AB+,True,2022-11-01 23:53:57.966615
PAT000863,MRN1000863,Lisa,Lopez,1995-02-09,Female,312-81-6922,555-857-7036,patient863@email.com,5381 Elm St,Dallas,IL,79946,James Smith,555-727-7240,INS000171,INS000910,B-,True,2023-01-20 23:53:57.966615
PAT000864,MRN1000864,Robert,Williams,1968-08-07,Female,153-40-7200,555-462-6064,patient864@hotmail.com,5502 Valley Blvd,San Diego,FL,76518,Charles Thomas,555-572-4787,INS000780,,O+,True,2024-07-10 23:53:57.966615
PAT000865,MRN1000865,Christopher,Lee,1970-06-21,Male,916-14-6489,555-102-8364,patient865@email.com,2699 Hill Rd,Chicago,AZ,10916,John Rodriguez,555-496-8407,INS000507,INS000028,O-,True,2020-12-09 23:53:57.966615
PAT000866,MRN1000866,Susan,Thompson,1988-06-06,Female,729-50-3776,555-693-3336,patient866@gmail.com,8104 Cedar Ln,Houston,FL,87726,Christopher Johnson,555-285-1599,INS000614,,AB+,True,2023-04-04 23:53:57.966615
PAT000867,MRN1000867,Jennifer,Hernandez,1951-03-06,Female,738-74-5984,555-332-1007,patient867@hotmail.com,8905 Lake Dr,Dallas,FL,71720,Sarah Wilson,555-698-7461,INS000841,INS000098,AB-,True,2019-06-23 23:53:57.966615
PAT000868,MRN1000868,Karen,Harris,1981-02-26,Female,238-90-5713,555-392-6638,patient868@gmail.com,4629 Oak Ave,Houston,FL,25431,Michael Davis,555-221-1738,INS000445,,O-,True,2019-10-17 23:53:57.966615
PAT000869,MRN1000869,Lisa,Taylor,1973-09-17,Male,186-14-8748,555-844-4558,patient869@hotmail.com,1154 Cedar Ln,San Antonio,FL,81246,Jennifer Miller,555-920-3969,INS000417,,B-,True,2023-06-08 23:53:57.966615
PAT000870,MRN1000870,Elizabeth,Moore,2005-10-19,Male,910-48-1878,555-239-4839,patient870@hotmail.com,8727 Park Ave,Dallas,IL,66592,Elizabeth Miller,555-879-4173,INS000246,INS000305,AB-,True,2022-06-18 23:53:57.966615
PAT000871,MRN1000871,Nancy,Smith,1998-06-14,Female,235-73-5427,555-184-7308,patient871@gmail.com,2663 Park Ave,New York,IL,18835,James Gonzalez,555-569-3968,INS000453,,A-,True,2021-08-20 23:53:57.966615
PAT000872,MRN1000872,Jennifer,Harris,1952-04-02,Female,118-96-8116,555-766-8679,patient872@hotmail.com,7370 Elm St,San Antonio,IL,50566,David Moore,555-542-6006,INS000609,,O-,True,2022-02-25 23:53:57.966615
PAT000873,MRN1000873,Mary,Anderson,2000-02-25,Female,584-56-9295,555-576-9756,patient873@gmail.com,2071 Oak Ave,New York,CA,27202,Jessica Martinez,555-329-3841,INS000804,,B-,True,2024-07-28 23:53:57.966615
PAT000874,MRN1000874,Susan,Harris,1978-03-11,Male,271-64-8429,555-886-2236,patient874@email.com,8177 Park Ave,Los Angeles,NY,33342,Elizabeth White,555-158-6961,INS000667,,O-,True,2023-05-09 23:53:57.966615
PAT000875,MRN1000875,Richard,Smith,1986-10-31,Female,530-27-7082,555-391-6431,patient875@yahoo.com,4313 Elm St,Phoenix,CA,89842,Sarah White,555-621-7339,INS000336,,A-,True,2019-04-13 23:53:57.966615
PAT000876,MRN1000876,John,Thompson,2007-06-11,Male,682-10-8040,555-485-5745,patient876@email.com,3770 Cedar Ln,Philadelphia,CA,38860,Thomas Moore,555-681-8189,INS000531,,B-,True,2025-03-04 23:53:57.966615
PAT000877,MRN1000877,David,Hernandez,1975-03-24,Female,950-30-1225,555-551-5717,patient877@hotmail.com,6756 Elm St,San Diego,FL,58231,Michael Martin,555-262-5373,INS000096,,AB-,True,2019-11-03 23:53:57.966615
PAT000878,MRN1000878,Nancy,Miller,1963-04-09,Male,962-15-5015,555-957-5015,patient878@outlook.com,5314 Oak Ave,Austin,IL,53054,Christopher Garcia,555-471-8683,INS000700,,AB-,True,2019-11-04 23:53:57.966615
PAT000879,MRN1000879,William,Jones,1943-07-15,Female,823-61-4127,555-554-1210,patient879@outlook.com,5968 Park Ave,Chicago,PA,48668,Linda Anderson,555-206-6964,INS000710,,O+,True,2021-05-16 23:53:57.966615
PAT000880,MRN1000880,Karen,Thompson,1941-05-09,Male,924-75-6846,555-901-2937,patient880@yahoo.com,5190 Oak Ave,Houston,AZ,96605,David Martin,555-470-8273,INS000563,,O+,True,2020-12-13 23:53:57.966615
PAT000881,MRN1000881,Thomas,Gonzalez,1936-06-01,Male,749-61-5298,555-729-5844,patient881@gmail.com,6707 Lake Dr,Chicago,CA,57771,Lisa Smith,555-732-4202,INS000486,,O+,True,2021-07-01 23:53:57.966615
PAT000882,MRN1000882,James,Smith,1951-11-26,Female,521-19-5632,555-875-6779,patient882@gmail.com,8773 Valley Blvd,San Antonio,IL,88152,Charles Thomas,555-260-9010,INS000455,,B-,True,2024-03-06 23:53:57.966615
PAT000883,MRN1000883,Christopher,Harris,1989-09-01,Male,687-67-5378,555-300-2710,patient883@outlook.com,7092 Maple Dr,San Diego,AZ,33730,Jennifer Jones,555-578-1116,INS000845,,B-,False,2024-04-18 23:53:57.966615
