provider_id,npi,first_name,last_name,specialty,sub_specialty,degree,license_number,license_state,facility_id,phone,email,is_accepting_patients,is_active,hire_date,created_date
PRV000751,1000000751,Michael,Robinson,Pediatrics,Geriatrics,MD,LIC382692,FL,FAC000810,555-555-6327,dr.allen16@wrshealthproviders.com,True,True,2009-02-20,2024-06-26 23:53:57.982591
PRV000752,1000000752,Nancy,Walker,Emergency Medicine,Geriatrics,DO,LIC890124,CA,FAC000140,555-556-4159,dr.hall87@wrshealthproviders.com,True,True,2013-03-27,2025-08-17 23:53:57.982591
PRV000753,1000000753,Karen,Robinson,Neurology,Pain Management,MD,LIC549318,IL,FAC000701,555-850-2589,dr.scott50@wrshealthproviders.com,True,True,2024-01-26,2022-01-22 23:53:57.982591
PRV000754,1000000754,Thomas,Green,Obstetrics and Gynecology,Critical Care,DO,LIC327210,AZ,FAC000812,555-417-5911,dr.nelson35@wrshealthproviders.com,True,True,2014-03-05,2023-10-12 23:53:57.982591
PRV000755,1000000755,Nancy,Scott,Dermatology,,PA,LIC519203,TX,FAC000082,555-357-5385,dr.green65@wrshealthproviders.com,True,True,2015-09-19,2022-06-18 23:53:57.982591
PRV000756,1000000756,Karen,Nelson,Obstetrics and Gynecology,,MD,LIC531060,PA,FAC000465,555-928-2884,dr.scott78@wrshealthproviders.com,True,True,2015-08-21,2025-01-13 23:53:57.982591
PRV000757,1000000757,David,Baker,Ophthalmology,Interventional,DO,LIC727733,IL,FAC000590,555-707-7153,dr.anderson67@wrshealthproviders.com,False,True,2018-01-14,2022-09-20 23:53:57.982591
PRV000758,1000000758,Jennifer,Wright,Orthopedics,,MD,LIC976438,CA,FAC000210,555-775-5426,dr.nelson67@wrshealthproviders.com,True,True,2013-01-19,2021-07-12 23:53:57.982591
PRV000759,1000000759,David,Clark,Endocrinology,Critical Care,MD,LIC648657,TX,FAC000834,555-423-7297,dr.green30@wrshealthproviders.com,False,True,2014-09-26,2022-12-22 23:53:57.982591
PRV000760,1000000760,Richard,Nelson,Cardiology,,MD,LIC353946,NY,FAC000077,555-280-5304,dr.martinez39@wrshealthproviders.com,True,True,2013-06-08,2022-04-27 23:53:57.982591
PRV000761,1000000761,Emily,Anderson,Orthopedics,Critical Care,DO,LIC601262,IL,FAC000411,555-785-4317,dr.robinson70@wrshealthproviders.com,True,True,2018-05-11,2023-04-07 23:53:57.982591
PRV000762,1000000762,William,Baker,Psychiatry,,PA,LIC983184,TX,FAC000163,555-666-5553,dr.hall42@wrshealthproviders.com,True,True,2022-06-19,2025-10-30 23:53:57.982591
PRV000763,1000000763,James,Robinson,Emergency Medicine,,PA,LIC467406,FL,FAC000367,555-106-3311,dr.thompson96@wrshealthproviders.com,True,True,2019-12-24,2021-06-28 23:53:57.982591
PRV000764,1000000764,John,Clark,Emergency Medicine,Sports Medicine,MD,LIC476937,IL,FAC000048,555-885-9079,dr.young79@wrshealthproviders.com,True,True,2012-10-22,2025-01-30 23:53:57.982591
PRV000765,1000000765,David,Baker,Internal Medicine,Critical Care,NP,LIC769542,NY,FAC000972,555-557-2219,dr.thompson88@wrshealthproviders.com,True,True,2010-02-05,2024-03-09 23:53:57.982591
PRV000766,1000000766,Michelle,Baker,Ophthalmology,,DO,LIC781120,IL,FAC000862,555-964-6812,dr.young38@wrshealthproviders.com,False,True,2019-06-12,2025-03-13 23:53:57.982591
PRV000767,1000000767,James,Robinson,Oncology,,MD,LIC483259,FL,FAC000338,555-561-4744,dr.allen60@wrshealthproviders.com,False,True,2022-05-18,2025-07-06 23:53:57.982591
PRV000768,1000000768,Michelle,Baker,Emergency Medicine,Interventional,MD,LIC779816,FL,FAC000361,555-781-7783,dr.allen24@wrshealthproviders.com,True,True,2021-01-13,2024-01-09 23:53:57.982591
PRV000769,1000000769,Robert,Green,Psychiatry,,MD,LIC117897,CA,FAC000203,555-640-6429,dr.baker7@wrshealthproviders.com,False,True,2014-10-25,2021-12-31 23:53:57.982591
PRV000770,1000000770,James,Walker,Radiology,Geriatrics,PA,LIC393750,CA,FAC000162,555-105-8285,dr.baker18@wrshealthproviders.com,True,True,2015-04-10,2021-12-29 23:53:57.982591
PRV000771,1000000771,William,King,Psychiatry,Interventional,DO,LIC971974,PA,FAC000435,555-160-6250,dr.wright39@wrshealthproviders.com,True,True,2024-01-02,2021-02-17 23:53:57.982591
PRV000772,1000000772,Thomas,Anderson,Radiology,Geriatrics,DO,LIC452512,NY,FAC000455,555-790-2799,dr.allen44@wrshealthproviders.com,False,True,2013-12-07,2025-07-19 23:53:57.982591
PRV000773,1000000773,Laura,Green,Endocrinology,Sports Medicine,MD,LIC670587,TX,FAC000633,555-654-3556,dr.clark62@wrshealthproviders.com,True,True,2013-01-10,2024-07-14 23:53:57.982591
PRV000774,1000000774,Nancy,Young,Oncology,,DO,LIC355861,FL,FAC000621,555-457-2452,dr.green9@wrshealthproviders.com,True,True,2007-09-16,2022-03-29 23:53:57.982591
PRV000775,1000000775,Richard,Lewis,Family Medicine,Geriatrics,MD,LIC665877,NY,FAC000150,555-761-2942,dr.thompson78@wrshealthproviders.com,True,True,2019-10-11,2022-06-15 23:53:57.982591
PRV000776,1000000776,Michael,Baker,Anesthesiology,,MD,LIC616777,TX,FAC000285,555-909-1500,dr.king33@wrshealthproviders.com,True,True,2020-08-21,2021-12-18 23:53:57.982591
PRV000777,1000000777,Lisa,Lewis,Dermatology,Interventional,DO,LIC478399,TX,FAC000883,555-296-2468,dr.baker84@wrshealthproviders.com,True,True,2017-03-11,2024-10-06 23:53:57.982591
PRV000778,1000000778,Nancy,Anderson,Dermatology,Geriatrics,MD,LIC140571,TX,FAC000863,555-768-9704,dr.lewis71@wrshealthproviders.com,True,True,2011-06-10,2024-01-28 23:53:57.982591
PRV000779,1000000779,William,Young,Cardiology,Sports Medicine,NP,LIC114272,PA,FAC000671,555-544-8420,dr.nelson36@wrshealthproviders.com,False,True,2018-08-17,2021-04-02 23:53:57.982591
PRV000780,1000000780,William,Walker,Anesthesiology,Sports Medicine,MD,LIC877711,TX,FAC000649,555-233-1310,dr.thompson59@wrshealthproviders.com,True,True,2012-12-01,2021-02-24 23:53:57.982591
PRV000781,1000000781,John,Robinson,Family Medicine,Interventional,DO,LIC624079,NY,FAC000313,555-588-6818,dr.king12@wrshealthproviders.com,True,True,2021-02-01,2025-07-04 23:53:57.982591
PRV000782,1000000782,Sarah,Nelson,Endocrinology,Sports Medicine,MD,LIC883996,PA,FAC000692,555-692-2727,dr.hall79@wrshealthproviders.com,True,True,2010-10-03,2023-05-19 23:53:57.982591
PRV000783,1000000783,Michael,Green,Endocrinology,Critical Care,MD,LIC587350,PA,FAC000793,555-380-5551,dr.robinson33@wrshealthproviders.com,True,True,2004-06-21,2025-04-23 23:53:57.982591
PRV000784,1000000784,Karen,Baker,Oncology,Sports Medicine,MD,LIC132871,PA,FAC000720,555-948-7115,dr.scott1@wrshealthproviders.com,True,True,2005-06-13,2022-05-26 23:53:57.982591
PRV000785,1000000785,Karen,Scott,Endocrinology,Geriatrics,MD,LIC747047,TX,FAC000524,555-524-8039,dr.hall58@wrshealthproviders.com,True,True,2007-07-10,2024-12-06 23:53:57.982591
PRV000786,1000000786,Richard,Clark,Orthopedics,Geriatrics,PA,LIC709282,CA,FAC000252,555-179-7687,dr.lewis72@wrshealthproviders.com,False,True,2022-03-09,2022-04-17 23:53:57.982591
PRV000787,1000000787,Thomas,Lewis,Endocrinology,,MD,LIC156845,FL,FAC000708,555-925-7593,dr.anderson30@wrshealthproviders.com,False,True,2004-05-29,2023-11-27 23:53:57.982591
PRV000788,1000000788,Robert,Baker,Psychiatry,,NP,LIC867291,CA,FAC000478,555-845-8522,dr.king53@wrshealthproviders.com,False,True,2019-04-20,2023-03-13 23:53:57.982591
PRV000789,1000000789,David,Thompson,General Surgery,Critical Care,PA,LIC297431,NY,FAC000148,555-802-7167,dr.robinson87@wrshealthproviders.com,False,True,2016-12-01,2023-12-28 23:53:57.982591
PRV000790,1000000790,Robert,Clark,Ophthalmology,Geriatrics,MD,LIC221183,NY,FAC000405,555-915-1156,dr.anderson72@wrshealthproviders.com,True,True,2022-03-15,2025-10-18 23:53:57.982591
PRV000791,1000000791,Karen,Wright,Emergency Medicine,Interventional,MD,LIC565358,AZ,FAC000978,555-194-6454,dr.wright69@wrshealthproviders.com,False,True,2018-08-11,2024-07-25 23:53:57.982591
PRV000792,1000000792,Robert,Young,Internal Medicine,,DO,LIC927896,FL,FAC000572,555-155-5428,dr.nelson62@wrshealthproviders.com,True,True,2006-07-08,2021-12-12 23:53:57.982591
PRV000793,1000000793,Richard,Hall,Endocrinology,Interventional,PA,LIC251844,NY,FAC000736,555-340-5458,dr.baker1@wrshealthproviders.com,True,True,2007-01-09,2021-11-13 23:53:57.982591
PRV000794,1000000794,John,Martinez,General Surgery,Sports Medicine,PA,LIC199604,PA,FAC000473,555-101-2329,dr.nelson46@wrshealthproviders.com,True,True,2008-01-26,2021-08-03 23:53:57.982591
PRV000795,1000000795,Emily,Scott,Emergency Medicine,Sports Medicine,MD,LIC760759,TX,FAC000781,555-101-4037,dr.anderson14@wrshealthproviders.com,True,True,2012-11-28,2022-05-07 23:53:57.982591
PRV000796,1000000796,Michelle,Hall,Emergency Medicine,Geriatrics,DO,LIC181582,PA,FAC000725,555-501-7095,dr.walker74@wrshealthproviders.com,True,True,2013-01-02,2024-04-17 23:53:57.982591
PRV000797,1000000797,Michael,Martinez,Ophthalmology,Sports Medicine,MD,LIC932149,NY,FAC000500,555-450-8431,dr.walker77@wrshealthproviders.com,False,True,2022-05-20,2023-01-14 23:53:57.982591
PRV000798,1000000798,David,King,Anesthesiology,,PA,LIC338049,NY,FAC000604,555-487-5982,dr.lewis42@wrshealthproviders.com,True,True,2016-05-14,2024-01-02 23:53:57.982591
PRV000799,1000000799,Thomas,Young,Ophthalmology,Interventional,PA,LIC903088,AZ,FAC000907,555-572-7064,dr.scott58@wrshealthproviders.com,True,True,2005-06-22,2025-02-02 23:53:57.982591
PRV000800,1000000800,John,Green,Family Medicine,Pain Management,MD,LIC480181,IL,FAC000247,555-529-7468,dr.nelson89@wrshealthproviders.com,True,True,2024-09-12,2023-11-12 23:53:57.982591
PRV000801,1000000801,Nancy,Allen,Endocrinology,Interventional,MD,LIC716101,IL,FAC000752,555-471-8503,dr.young99@wrshealthproviders.com,True,True,2010-03-02,2025-10-02 23:53:57.982591
PRV000802,1000000802,Richard,Nelson,Endocrinology,Interventional,MD,LIC840937,PA,FAC000523,555-297-3281,dr.scott32@wrshealthproviders.com,True,True,2020-10-21,2022-06-28 23:53:57.982591
PRV000803,1000000803,Emily,Clark,Oncology,,MD,LIC624627,CA,FAC000901,555-702-8808,dr.martinez98@wrshealthproviders.com,True,False,2005-04-23,2021-02-01 23:53:57.982591
PRV000804,1000000804,William,King,Oncology,Sports Medicine,NP,LIC102479,NY,FAC000682,555-591-5929,dr.nelson62@wrshealthproviders.com,True,True,2016-11-13,2021-10-30 23:53:57.982591
PRV000805,1000000805,Lisa,Green,Family Medicine,,MD,LIC396487,AZ,FAC000540,555-185-1961,dr.martinez67@wrshealthproviders.com,True,True,2006-12-12,2025-03-31 23:53:57.982591
PRV000806,1000000806,Nancy,Thompson,Internal Medicine,Critical Care,MD,LIC302318,CA,FAC000584,555-445-1044,dr.scott24@wrshealthproviders.com,True,True,2019-06-23,2021-06-07 23:53:57.982591
PRV000807,1000000807,Sarah,Young,Obstetrics and Gynecology,Interventional,MD,LIC319653,TX,FAC000853,555-543-9513,dr.green53@wrshealthproviders.com,True,True,2018-02-09,2021-12-28 23:53:57.982591
PRV000808,1000000808,Laura,Scott,Neurology,,PA,LIC347963,CA,FAC000275,555-432-1344,dr.baker95@wrshealthproviders.com,True,True,2022-08-17,2024-08-30 23:53:57.982591
PRV000809,1000000809,Sarah,Baker,Radiology,Sports Medicine,DO,LIC215334,PA,FAC000882,555-911-3488,dr.green9@wrshealthproviders.com,True,True,2014-02-12,2024-03-03 23:53:57.982591
PRV000810,1000000810,Thomas,Lewis,Internal Medicine,,MD,LIC945346,NY,FAC000609,555-347-4992,dr.scott30@wrshealthproviders.com,True,True,2015-07-16,2024-06-06 23:53:57.982591
PRV000811,1000000811,David,Thompson,General Surgery,Sports Medicine,MD,LIC894152,FL,FAC000082,555-155-5865,dr.hall98@wrshealthproviders.com,True,True,2009-05-05,2022-05-15 23:53:57.982591
PRV000812,1000000812,John,Walker,Orthopedics,,PA,LIC492963,CA,FAC000821,555-993-7983,dr.scott27@wrshealthproviders.com,True,True,2006-06-08,2023-05-28 23:53:57.982591
PRV000813,1000000813,David,Green,Anesthesiology,Interventional,NP,LIC806037,IL,FAC000176,555-879-4044,dr.robinson31@wrshealthproviders.com,True,True,2017-02-17,2025-03-07 23:53:57.982591
PRV000814,1000000814,John,Anderson,Dermatology,Critical Care,MD,LIC541047,PA,FAC000876,555-220-6089,dr.anderson26@wrshealthproviders.com,True,True,2018-01-22,2021-02-14 23:53:57.982591
PRV000815,1000000815,Lisa,Scott,Family Medicine,,MD,LIC708893,NY,FAC000540,555-819-8950,dr.clark96@wrshealthproviders.com,True,True,2015-11-28,2025-02-04 23:53:57.982591
PRV000816,1000000816,Robert,Robinson,Pediatrics,,MD,LIC540951,CA,FAC000991,555-751-1383,dr.green17@wrshealthproviders.com,True,True,2022-08-27,2024-08-08 23:53:57.982591
PRV000817,1000000817,Emily,King,Family Medicine,,MD,LIC377497,TX,FAC000447,555-984-7851,dr.young88@wrshealthproviders.com,True,True,2006-12-08,2025-11-04 23:53:57.982591
PRV000818,1000000818,Michael,Wright,General Surgery,,MD,LIC119279,TX,FAC000454,555-957-2600,dr.green39@wrshealthproviders.com,False,True,2019-03-03,2024-04-01 23:53:57.982591
PRV000819,1000000819,Jennifer,Thompson,Emergency Medicine,,PA,LIC221143,AZ,FAC000170,555-957-7147,dr.anderson79@wrshealthproviders.com,False,True,2022-10-31,2021-12-24 23:53:57.982591
PRV000820,1000000820,John,Lewis,Dermatology,Sports Medicine,MD,LIC151129,NY,FAC000519,555-953-6479,dr.allen52@wrshealthproviders.com,True,True,2022-09-24,2024-01-09 23:53:57.982591
PRV000821,1000000821,Nancy,Scott,Orthopedics,Sports Medicine,NP,LIC187447,TX,FAC000500,555-325-8583,dr.scott47@wrshealthproviders.com,True,True,2010-08-02,2021-07-16 23:53:57.982591
PRV000822,1000000822,Richard,Martinez,Anesthesiology,Sports Medicine,MD,LIC427556,NY,FAC000492,555-325-1207,dr.allen73@wrshealthproviders.com,True,True,2007-11-15,2021-06-25 23:53:57.982591
PRV000823,1000000823,Laura,Hall,Radiology,Geriatrics,DO,LIC525413,FL,FAC000264,555-429-4339,dr.nelson58@wrshealthproviders.com,False,True,2012-01-25,2024-09-17 23:53:57.982591
PRV000824,1000000824,Nancy,Allen,Orthopedics,Geriatrics,DO,LIC132499,CA,FAC000510,555-894-5855,dr.anderson41@wrshealthproviders.com,False,True,2010-05-03,2025-10-14 23:53:57.982591
PRV000825,1000000825,Lisa,Anderson,General Surgery,Critical Care,MD,LIC195037,TX,FAC000808,555-268-9899,dr.hall51@wrshealthproviders.com,True,True,2022-08-06,2021-10-04 23:53:57.982591
PRV000826,1000000826,Thomas,Nelson,Dermatology,Sports Medicine,MD,LIC748110,AZ,FAC000552,555-710-1001,dr.young35@wrshealthproviders.com,False,True,2024-04-24,2023-10-08 23:53:57.982591
PRV000827,1000000827,Jennifer,Hall,Radiology,Pain Management,DO,LIC810072,PA,FAC000393,555-602-9653,dr.hall33@wrshealthproviders.com,True,True,2010-05-17,2025-08-11 23:53:57.982591
PRV000828,1000000828,John,Martinez,Obstetrics and Gynecology,Sports Medicine,MD,LIC309606,PA,FAC000942,555-171-7846,dr.king37@wrshealthproviders.com,True,True,2022-10-22,2025-05-23 23:53:57.982591
PRV000829,1000000829,Robert,Clark,Anesthesiology,Geriatrics,MD,LIC318943,CA,FAC000632,555-252-4316,dr.robinson17@wrshealthproviders.com,True,True,2018-06-23,2024-10-10 23:53:57.982591
PRV000830,1000000830,Thomas,Clark,Emergency Medicine,Critical Care,MD,LIC442754,NY,FAC000086,555-163-7190,dr.robinson84@wrshealthproviders.com,True,True,2009-12-09,2022-08-09 23:53:57.982591
PRV000831,1000000831,Lisa,Thompson,Family Medicine,,PA,LIC294607,TX,FAC000054,555-214-6760,dr.baker49@wrshealthproviders.com,False,True,2007-08-24,2025-12-12 23:53:57.982591
PRV000832,1000000832,Michelle,Green,Oncology,,MD,LIC107481,NY,FAC000302,555-988-1920,dr.lewis7@wrshealthproviders.com,True,True,2014-09-03,2026-01-07 23:53:57.982591
PRV000833,1000000833,James,Scott,Obstetrics and Gynecology,Pain Management,NP,LIC990458,FL,FAC000019,555-590-2827,dr.thompson10@wrshealthproviders.com,True,True,2005-08-29,2024-07-19 23:53:57.982591
PRV000834,1000000834,Lisa,Baker,Pediatrics,Sports Medicine,MD,LIC555898,AZ,FAC000454,555-979-1827,dr.lewis68@wrshealthproviders.com,False,True,2020-01-22,2023-12-29 23:53:57.982591
PRV000835,1000000835,Richard,Green,Radiology,Critical Care,DO,LIC274463,AZ,FAC000389,555-542-7522,dr.hall33@wrshealthproviders.com,False,True,2012-04-20,2022-05-13 23:53:57.982591
PRV000836,1000000836,Karen,Scott,Ophthalmology,Interventional,MD,LIC282608,CA,FAC000722,555-224-7509,dr.lewis69@wrshealthproviders.com,True,True,2010-09-02,2023-01-24 23:53:57.982591
PRV000837,1000000837,Nancy,King,Endocrinology,Geriatrics,NP,LIC948772,NY,FAC000893,555-718-1894,dr.anderson4@wrshealthproviders.com,True,True,2010-03-26,2022-08-27 23:53:57.982591
PRV000838,1000000838,Laura,Young,Cardiology,Geriatrics,MD,LIC501832,NY,FAC000878,555-325-8101,dr.lewis3@wrshealthproviders.com,True,True,2009-10-13,2025-04-14 23:53:57.982591
PRV000839,1000000839,John,Anderson,Pediatrics,Interventional,DO,LIC157208,IL,FAC000804,555-967-8530,dr.wright32@wrshealthproviders.com,True,True,2005-02-26,2023-05-22 23:53:57.982591
PRV000840,1000000840,Thomas,King,General Surgery,Sports Medicine,DO,LIC819926,IL,FAC000170,555-159-6433,dr.scott42@wrshealthproviders.com,False,True,2023-04-06,2024-01-01 23:53:57.982591
PRV000841,1000000841,Emily,Hall,General Surgery,,MD,LIC694591,AZ,FAC000612,555-690-1960,dr.anderson37@wrshealthproviders.com,False,True,2010-12-06,2021-04-20 23:53:57.982591
PRV000842,1000000842,John,Lewis,Oncology,,MD,LIC317125,CA,FAC000387,555-375-2940,dr.wright52@wrshealthproviders.com,True,True,2021-03-31,2022-06-26 23:53:57.982591
PRV000843,1000000843,Karen,Allen,Psychiatry,Geriatrics,MD,LIC181014,NY,FAC000887,555-222-8538,dr.green80@wrshealthproviders.com,True,True,2006-06-20,2025-02-11 23:53:57.982591
PRV000844,1000000844,Richard,Lewis,General Surgery,Interventional,MD,LIC506573,TX,FAC000636,555-772-8688,dr.green77@wrshealthproviders.com,True,True,2012-02-08,2024-12-09 23:53:57.982591
PRV000845,1000000845,William,Robinson,Dermatology,Sports Medicine,NP,LIC879344,CA,FAC000981,555-553-8057,dr.thompson5@wrshealthproviders.com,False,True,2013-09-08,2024-07-16 23:53:57.982591
PRV000846,1000000846,Laura,Green,Neurology,Geriatrics,MD,LIC389750,FL,FAC000814,555-790-4321,dr.martinez77@wrshealthproviders.com,True,True,2006-09-01,2025-10-02 23:53:57.982591
PRV000847,1000000847,Michelle,Allen,Oncology,,MD,LIC236789,NY,FAC000391,555-206-5670,dr.lewis28@wrshealthproviders.com,True,True,2010-06-01,2023-03-15 23:53:57.982591
PRV000848,1000000848,Robert,Hall,Pediatrics,Interventional,DO,LIC897476,TX,FAC000322,555-522-8260,dr.walker12@wrshealthproviders.com,True,True,2019-10-08,2023-04-14 23:53:57.982591
PRV000849,1000000849,Nancy,King,General Surgery,,MD,LIC505095,CA,FAC000188,555-133-7344,dr.king18@wrshealthproviders.com,True,True,2006-12-28,2025-11-03 23:53:57.982591
PRV000850,1000000850,Laura,Hall,Internal Medicine,Interventional,MD,LIC517970,FL,FAC000855,555-789-1797,dr.young2@wrshealthproviders.com,True,True,2018-01-06,2021-10-28 23:53:57.982591
PRV000851,1000000851,Laura,Lewis,Obstetrics and Gynecology,,MD,LIC978580,IL,FAC000768,555-662-8556,dr.allen16@wrshealthproviders.com,True,True,2013-05-21,2023-12-11 23:53:57.982591
PRV000852,1000000852,Sarah,Green,Family Medicine,Geriatrics,PA,LIC337728,TX,FAC000289,555-377-7884,dr.king82@wrshealthproviders.com,False,True,2019-06-06,2023-09-11 23:53:57.982591
PRV000853,1000000853,William,Martinez,Endocrinology,,NP,LIC342328,PA,FAC000103,555-947-2134,dr.baker42@wrshealthproviders.com,False,True,2018-09-23,2022-11-21 23:53:57.982591
PRV000854,1000000854,James,Baker,Oncology,Geriatrics,NP,LIC222653,IL,FAC000762,555-983-3436,dr.allen89@wrshealthproviders.com,True,True,2012-06-26,2021-08-02 23:53:57.982591
PRV000855,1000000855,Richard,Anderson,Oncology,Pain Management,MD,LIC497557,CA,FAC000325,555-253-9376,dr.clark60@wrshealthproviders.com,True,True,2004-12-19,2022-04-25 23:53:57.982591
PRV000856,1000000856,Thomas,Wright,Psychiatry,Sports Medicine,DO,LIC199080,IL,FAC000498,555-324-1301,dr.green67@wrshealthproviders.com,True,True,2009-02-13,2024-10-11 23:53:57.982591
PRV000857,1000000857,Robert,Martinez,Family Medicine,Interventional,MD,LIC407059,TX,FAC000226,555-625-9029,dr.green12@wrshealthproviders.com,True,True,2024-11-10,2024-10-24 23:53:57.982591
PRV000858,1000000858,Lisa,Hall,Radiology,,MD,LIC155034,AZ,FAC000077,555-654-9471,dr.lewis62@wrshealthproviders.com,True,True,2009-12-03,2024-03-02 23:53:57.982591
PRV000859,1000000859,Michael,Thompson,Psychiatry,,MD,LIC676438,IL,FAC000682,555-418-8685,dr.baker94@wrshealthproviders.com,False,True,2022-10-28,2023-12-28 23:53:57.982591
PRV000860,1000000860,Richard,King,Anesthesiology,,MD,LIC263749,TX,FAC000527,555-563-9833,dr.walker31@wrshealthproviders.com,True,True,2022-01-09,2024-01-14 23:53:57.982591
PRV000861,1000000861,James,Baker,Oncology,Pain Management,MD,LIC299545,CA,FAC000052,555-620-9269,dr.hall31@wrshealthproviders.com,True,True,2014-10-04,2023-10-16 23:53:57.982591
PRV000862,1000000862,John,Hall,Endocrinology,,MD,LIC210523,CA,FAC000145,555-256-5193,dr.king56@wrshealthproviders.com,False,True,2014-05-25,2024-09-11 23:53:57.982591
PRV000863,1000000863,William,Lewis,Orthopedics,Interventional,MD,LIC108180,IL,FAC000019,555-896-4551,dr.young20@wrshealthproviders.com,False,True,2023-05-26,2023-03-10 23:53:57.982591
PRV000864,1000000864,James,Robinson,Ophthalmology,Geriatrics,MD,LIC166906,FL,FAC000293,555-566-6705,dr.anderson12@wrshealthproviders.com,True,True,2022-01-03,2023-12-18 23:53:57.982591
PRV000865,1000000865,Nancy,Hall,Psychiatry,Geriatrics,DO,LIC598449,IL,FAC000021,555-736-7607,dr.allen33@wrshealthproviders.com,True,True,2005-02-27,2022-09-25 23:53:57.982591
PRV000866,1000000866,Laura,Scott,Radiology,Pain Management,MD,LIC189878,NY,FAC000271,555-643-7417,dr.king58@wrshealthproviders.com,True,False,2015-02-14,2022-12-06 23:53:57.982591
PRV000867,1000000867,Lisa,Baker,Internal Medicine,Geriatrics,DO,LIC824668,FL,FAC000080,555-650-8058,dr.scott49@wrshealthproviders.com,True,True,2014-01-22,2025-09-08 23:53:57.982591
PRV000868,1000000868,Sarah,Scott,General Surgery,Interventional,MD,LIC570682,TX,FAC000722,555-281-8323,dr.martinez54@wrshealthproviders.com,True,True,2009-05-28,2023-02-04 23:53:57.982591
PRV000869,1000000869,Karen,Young,Family Medicine,Critical Care,NP,LIC226957,IL,FAC000918,555-359-9228,dr.lewis74@wrshealthproviders.com,True,True,2022-09-08,2021-09-21 23:53:57.982591
PRV000870,1000000870,Nancy,Wright,Radiology,,MD,LIC731311,FL,FAC000009,555-291-4839,dr.wright7@wrshealthproviders.com,False,True,2004-07-14,2025-03-06 23:53:57.982591
PRV000871,1000000871,Emily,King,Pediatrics,Geriatrics,MD,LIC932517,CA,FAC000472,555-112-1585,dr.green37@wrshealthproviders.com,True,True,2017-10-30,2022-12-03 23:53:57.982591
PRV000872,1000000872,Sarah,Wright,Psychiatry,Interventional,MD,LIC710357,AZ,FAC000826,555-683-8213,dr.martinez2@wrshealthproviders.com,True,True,2016-05-28,2024-07-31 23:53:57.982591
PRV000873,1000000873,Jennifer,Clark,Internal Medicine,Sports Medicine,DO,LIC409438,PA,FAC000105,555-166-6315,dr.walker10@wrshealthproviders.com,True,True,2010-07-13,2021-02-02 23:53:57.982591
PRV000874,1000000874,William,Green,Ophthalmology,Sports Medicine,NP,LIC431806,AZ,FAC000581,555-363-8997,dr.young9@wrshealthproviders.com,True,True,2013-10-15,2024-11-12 23:53:57.982591
PRV000875,1000000875,Robert,Robinson,Ophthalmology,Sports Medicine,MD,LIC587703,NY,FAC000071,555-933-6455,dr.nelson32@wrshealthproviders.com,False,True,2017-06-18,2022-08-10 23:53:57.982591
PRV000876,1000000876,Emily,King,General Surgery,Pain Management,MD,LIC874343,IL,FAC000138,555-704-6815,dr.lewis82@wrshealthproviders.com,True,True,2020-09-05,2022-11-18 23:53:57.982591
PRV000877,1000000877,David,Robinson,Dermatology,Pain Management,NP,LIC362195,PA,FAC000610,555-116-2894,dr.green48@wrshealthproviders.com,True,True,2006-06-26,2021-09-05 23:53:57.982591
PRV000878,1000000878,Jennifer,Anderson,Pediatrics,Pain Management,DO,LIC148445,CA,FAC000795,555-931-4185,dr.clark28@wrshealthproviders.com,True,True,2006-05-06,2023-08-01 23:53:57.982591
PRV000879,1000000879,Nancy,Baker,Orthopedics,Geriatrics,MD,LIC450695,TX,FAC000824,555-972-4540,dr.allen82@wrshealthproviders.com,True,True,2011-07-21,2024-05-17 23:53:57.982591
PRV000880,1000000880,Nancy,Anderson,Cardiology,,MD,LIC899444,FL,FAC000287,555-493-8410,dr.green48@wrshealthproviders.com,True,True,2024-12-11,2023-01-26 23:53:57.982591
PRV000881,1000000881,David,Wright,Oncology,Sports Medicine,MD,LIC215484,TX,FAC000256,555-978-3480,dr.wright37@wrshealthproviders.com,True,True,2006-05-12,2021-08-11 23:53:57.982591
PRV000882,1000000882,William,Wright,Anesthesiology,Critical Care,DO,LIC733049,AZ,FAC000806,555-844-2439,dr.green96@wrshealthproviders.com,True,True,2011-10-19,2023-11-10 23:53:57.982591
PRV000883,1000000883,James,Nelson,Emergency Medicine,,MD,LIC798223,PA,FAC000705,555-167-6366,dr.martinez17@wrshealthproviders.com,True,True,2022-11-21,2022-10-16 23:53:57.982591
PRV000884,1000000884,Laura,Anderson,General Surgery,Sports Medicine,PA,LIC767774,NY,FAC000255,555-491-8308,dr.thompson29@wrshealthproviders.com,True,True,2009-10-08,2022-11-25 23:53:57.982591
PRV000885,1000000885,Sarah,Wright,Family Medicine,Interventional,MD,LIC700474,CA,FAC000468,555-883-9550,dr.allen95@wrshealthproviders.com,False,True,2014-12-07,2025-10-21 23:53:57.982591
PRV000886,1000000886,Sarah,Lewis,Dermatology,,MD,LIC479562,NY,FAC000058,555-167-5538,dr.green59@wrshealthproviders.com,False,True,2018-09-22,2025-10-18 23:53:57.982591
PRV000887,1000000887,William,Wright,Endocrinology,Geriatrics,MD,LIC130242,FL,FAC000949,555-118-9776,dr.lewis56@wrshealthproviders.com,True,True,2018-12-16,2021-02-20 23:53:57.982591
